scenario,controller,plant,path,vx_nominal_m_s,initial_cross_track_error_m,initial_heading_error_deg,path_length_m,max_abs_kappa_1_m,dt_s,N,tire_model_ctrl,tire_model_plant,mu_ctrl,mu_plant,stiffness_scale_ctrl,stiffness_scale_plant,rms_ey_m,max_abs_ey_m,p95_abs_ey_m,iae_ey_m_s,rms_epsi_deg,max_abs_epsi_deg,iae_epsi_rad_s,iae_epsi_deg_s,max_abs_delta_deg,rms_delta_deg,max_abs_ddelta_deg_s,rms_ddelta_deg_s,iadc_rad,iadc_deg,cnxte,mean_abs_kappa,max_abs_kappa,mean_vx_m_s,min_vx_m_s,max_vx_m_s,duration_s,progress_m,completion_pct,avg_solve_ms,max_solve_ms,avg_ipopt_iter,max_ipopt_iter,hard_failures,soft_warnings
nmpc_dugoff_reference_sharp_7ms,NMPC Dugoff,Dugoff tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13424823343503176,0.1,18,dugoff,dugoff,0.8,0.8,1.0,1.0,0.15688414550759555,1.0147187097863974,0.05065309140392278,0.6110799293361691,2.987731934478467,11.477310483198924,0.6216026837679101,35.61521031390641,19.1907426274119,6.041139461252889,89.99999564437383,11.94421228277006,1.7802141193281957,101.99875566710433,0.004820211572586844,0.02323440925944439,0.1333531208463453,7.0,7.0,7.0,17.900000000000002,126.02000303672874,98.0053980825948,3.9696763787004685,8.8674146682024,3.1166666666666667,7,0,0
