scenario,controller,plant,path,vx_nominal_m_s,initial_cross_track_error_m,initial_heading_error_deg,path_length_m,max_abs_kappa_1_m,rms_ey_m,max_abs_ey_m,p95_abs_ey_m,iae_ey_m_s,rms_epsi_deg,max_abs_epsi_deg,iae_epsi_deg_s,max_abs_delta_deg,rms_delta_deg,max_abs_ddelta_deg_s,rms_ddelta_deg_s,iadc_deg,mean_solve_ms,median_solve_ms,p95_solve_ms,max_solve_ms,mean_osqp_iter,max_osqp_iter,hard_failures,duration_s,stopped_on_goal,final_distance_to_goal_m
linear_mpc_mild_path_7ms,Linear MPC (OSQP),Linear tire model,mild,7.0,1.0,2.0,90.55249293505426,0.005495131584213872,0.17807586855184768,1.0102352558033612,0.1935312364785948,0.5073630733544003,2.7191485533766167,14.691145713817816,11.165001387258707,22.5,3.6560444355191466,90.0,20.589308119087242,72.40679904431755,0.392624111039432,0.3732619807124138,0.562148680910468,1.2372899800539017,25.787401574803148,75.0,0,12.65,True,1.7235329872240455
linear_mpc_sharp_path_7ms,Linear MPC (OSQP),Linear tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13720951364595635,0.15592774474226,1.016162047732585,0.07063163274964902,0.7783629339481124,3.076304604029789,13.372744967739962,35.99658095922962,25.717959652481014,6.3246212094501075,90.0,18.52609623502267,135.06621466625634,0.3796685410274582,0.35878363996744156,0.5325697828084222,0.8936123922467232,26.167582417582416,75.0,0,18.150000000000002,True,1.8107194056712552
