scenario,controller,plant,path,vx_nominal_m_s,initial_cross_track_error_m,initial_heading_error_deg,path_length_m,max_abs_kappa_1_m,rms_ey_m,max_abs_ey_m,p95_abs_ey_m,iae_ey_m_s,rms_epsi_deg,max_abs_epsi_deg,iae_epsi_deg_s,max_abs_delta_deg,rms_delta_deg,max_abs_ddelta_deg_s,rms_ddelta_deg_s,iadc_deg,mean_solve_ms,median_solve_ms,p95_solve_ms,max_solve_ms,mean_osqp_iter,max_osqp_iter,hard_failures,duration_s,stopped_on_goal,final_distance_to_goal_m
linear_mpc_baseline_mild_7ms_matched,Linear MPC (OSQP),Linear tire model,mild,7.0,1.0,2.0,90.55249293505426,0.005495131584213872,0.18805545627091738,1.0130750980447558,0.2878194852108471,0.5756410680101286,2.5924166654926606,12.94372716607087,11.247354632402903,18.0,3.1629003745129376,90.0,16.383715977956374,52.29843344098166,0.17886859636137806,0.1601036638021469,0.23777382448315618,0.42730942368507385,28.74015748031496,75.0,0,12.600000000000001,True,1.7143546802318945
