scenario,controller,plant,path,vx_nominal_m_s,vx_min_m_s,vx_max_m_s,ay_max_m_s2,initial_cross_track_error_m,initial_heading_error_deg,path_length_m,max_abs_kappa_1_m,dt_s,N,tire_model_ctrl,tire_model_plant,mu_ctrl,mu_plant,stiffness_scale_ctrl,stiffness_scale_plant,pacejka_Bf_1_deg,pacejka_Cf_shape,pacejka_Df_N,pacejka_Ef,pacejka_Br_1_deg,pacejka_Cr_shape,pacejka_Dr_N,pacejka_Er,rms_ey_m,max_abs_ey_m,p95_abs_ey_m,iae_ey_m_s,rms_epsi_deg,max_abs_epsi_deg,iae_epsi_rad_s,iae_epsi_deg_s,max_abs_delta_deg,rms_delta_deg,max_abs_ddelta_deg_s,rms_ddelta_deg_s,iadc_rad,iadc_deg,cnxte,mean_abs_kappa,max_abs_kappa,mean_vx_m_s,min_vx_m_s,max_vx_m_s,duration_s,progress_m,completion_pct,avg_solve_ms,max_solve_ms,avg_ipopt_iter,max_ipopt_iter,hard_failures,soft_warnings
nmpc_nvdb_dugoff_pacejka_hosle_7ms,NMPC Dugoff,Pacejka tire model,nvdb_hosle,7.0,2.0,7.0,1.8,1.0,2.0,2637.982473426158,0.26753720843006573,0.1,18,dugoff,pacejka,0.8,0.8,1.0,1.0,0.212,1.219,8440.0,-1.02,0.239,1.207,7120.0,-0.65,0.03500199735013793,1.0146721131424352,0.02655152255606475,3.0212579463445177,1.4799207996059438,18.664362353997117,4.220724523371852,241.8297016765731,30.000000572945787,2.789717613745895,89.99999492256845,4.628850228377846,16.6700229740361,955.1219607983893,0.06078638887773054,0.009828049924575899,0.26659434262945064,6.939787121891858,2.598554676328719,7.0,379.6,2635.6063830189537,99.90992774094825,3.8613966149360155,79.92991711944342,3.106399789307348,70,0,0
