scenario,case_label,controller,plant,path,vx_nominal_m_s,initial_cross_track_error_m,initial_heading_error_deg,path_length_m,max_abs_kappa_1_m,dt_s,N,tire_model_ctrl,tire_model_plant,mu_ctrl,mu_plant,mu_scale_plant,stiffness_scale_ctrl,stiffness_scale_plant,Cf_ctrl_N_rad,Cr_ctrl_N_rad,Cf_plant_N_rad,Cr_plant_N_rad,rms_ey_m,max_abs_ey_m,p95_abs_ey_m,iae_ey_m_s,rms_epsi_deg,max_abs_epsi_deg,iae_epsi_rad_s,iae_epsi_deg_s,max_abs_delta_deg,rms_delta_deg,max_abs_ddelta_deg_s,rms_ddelta_deg_s,iadc_rad,iadc_deg,cnxte,mean_abs_kappa,max_abs_kappa,mean_vx_m_s,min_vx_m_s,max_vx_m_s,duration_s,progress_m,completion_pct,avg_solve_ms,max_solve_ms,avg_ipopt_iter,max_ipopt_iter,hard_failures,soft_warnings
parameter_sensitivity_nominal,Nominal,NMPC Dugoff,Dugoff tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13424823343503176,0.1,18,dugoff,dugoff,0.8,0.8,1.0,1.0,1.0,125000.0,118000.0,125000.0,118000.0,0.15688414550759555,1.0147187097863974,0.05065309140392278,0.6110799293361691,2.987731934478467,11.477310483198924,0.6216026837679101,35.61521031390641,19.1907426274119,6.041139461252889,89.99999564437383,11.94421228277006,1.7802141193281957,101.99875566710433,0.004820211572586844,0.02323440925944439,0.1333531208463453,7.0,7.0,7.0,17.900000000000002,126.02000303672874,98.0053980825948,3.9980534464120865,9.024674072861671,3.1166666666666667,7,0,0
parameter_sensitivity_reduced_friction,Reduced friction,NMPC Dugoff,Dugoff tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13424823343503176,0.1,18,dugoff,dugoff,0.8,0.6000000000000001,0.75,1.0,1.0,125000.0,118000.0,125000.0,118000.0,0.18206555003583796,1.0158480575332356,0.389521634210091,1.0323997246135186,3.353225498358751,11.318527419881166,0.687641718089854,39.39896826367338,23.860540479396747,7.277198411402494,89.99999564437383,13.414437622308357,2.048801744118757,117.3876929970468,0.025106851481217836,0.023361113183523335,0.1333947626805144,7.0,7.0,7.0,17.900000000000002,125.80494686853785,97.83814951200459,3.937128745019436,7.742014713585377,3.161111111111111,7,0,0
parameter_sensitivity_low_friction,Low friction,NMPC Dugoff,Dugoff tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13424823343503176,0.1,18,dugoff,dugoff,0.8,0.4,0.5,1.0,1.0,125000.0,118000.0,125000.0,118000.0,0.6692195053716522,2.2874270010264293,1.955608086070035,5.649062618890046,7.321222311342626,23.596290535412788,1.4742490712552296,84.46824973400602,23.120585156818294,10.739307654890364,89.99999564437383,17.472662363246755,2.9086063891853455,166.65087036510607,0.1165978475841144,0.023553305662022735,0.13353230221100082,7.0,7.0,7.0,18.1,125.89932143660684,97.91154434528181,4.427353058337838,8.595469407737255,3.6758241758241756,8,0,0
parameter_sensitivity_reduced_stiffness,Reduced stiffness,NMPC Dugoff,Dugoff tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13424823343503176,0.1,18,dugoff,dugoff,0.8,0.8,1.0,1.0,0.75,125000.0,118000.0,93750.0,88500.0,0.16066393146549152,1.015829414014433,0.07313114413523697,0.74808138911846,2.9076817526714223,11.81094012643433,0.5857244379472596,33.55953825205025,20.19917406872748,6.2341623401286315,89.99999564437383,12.287271501444545,1.8718497703334354,107.2490917226383,0.009743938964971327,0.023283741627411206,0.13346469695601756,7.0,7.0,7.0,17.900000000000002,125.93267596991815,97.93748407100996,3.8799590638114347,7.56013672798872,3.0944444444444446,7,0,0
parameter_sensitivity_low_stiffness,Low stiffness,NMPC Dugoff,Dugoff tire model,sharp,7.0,1.0,2.0,128.5847570666714,0.13424823343503176,0.1,18,dugoff,dugoff,0.8,0.8,1.0,1.0,0.5,125000.0,118000.0,62500.0,59000.0,0.17278955092758508,1.017417760221742,0.1787315203859286,1.1766643501979055,2.8825834219445077,12.713110574960197,0.5523874039869997,31.649466904643067,21.637389797706422,6.638851645918912,89.99999564437383,13.04091887084347,2.074538482501078,118.86229948478616,0.028479454583402494,0.023378376560076373,0.13367486925047573,7.0,7.0,7.0,17.900000000000002,125.76014105397118,97.80330415740053,3.9255330856475568,7.583075203001499,3.1055555555555556,7,0,0
